,Unnamed: 0,time,discharge_pressure,suction_pressure
2400,2400,0.0,1.7845426108186466,1.9314106965743496
2401,2401,0.0016666666666669272,1.7841611352712292,1.9325551232166016
2402,2402,0.0033333333333338544,1.7841611352712292,1.9329365987640192
2403,2403,0.004999999999999893,1.7841611352712292,1.9329365987640192
2404,2404,0.006666666666666821,1.7845426108186466,1.9329365987640192
2405,2405,0.008333333333333748,1.7845426108186466,1.933699549858854
2406,2406,0.010000000000001563,1.7845426108186466,1.9348439765011065
2407,2407,0.011666666666666714,1.7845426108186466,1.9356069275959409
2408,2408,0.013333333333333641,1.7837796597238118,1.9348439765011065
2409,2409,0.015000000000001457,1.7841611352712292,1.9356069275959409
2410,2410,0.016666666666666607,1.7837796597238118,1.936369878690776
2411,2411,0.018333333333333535,1.7833981841763944,1.936369878690776
2412,2412,0.020000000000000462,1.7837796597238118,1.9367513542381931
2413,2413,0.0216666666666665,1.7833981841763944,1.937514305333028
2414,2414,0.023333333333333428,1.7833981841763944,1.938277256427863
2415,2415,0.025000000000000355,1.783016708628977,1.938277256427863
2416,2416,0.026666666666667282,1.7826352330815596,1.9386587319752804
2417,2417,0.02833333333333332,1.7826352330815596,1.9386587319752804
2418,2418,0.03000000000000025,1.7826352330815596,1.9386587319752804
2419,2419,0.031666666666667176,1.783016708628977,1.9390402075226976
2420,2420,0.033333333333333215,1.7833981841763944,1.9394216830701152
2421,2421,0.03500000000000014,1.7837796597238118,1.9398031586175328
2422,2422,0.03666666666666707,1.7833981841763944,1.94018463416495
2423,2423,0.038333333333333997,1.783016708628977,1.9398031586175328
2424,2424,0.040000000000000036,1.783016708628977,1.9398031586175328
2425,2425,0.04166666666666696,1.7826352330815596,1.94018463416495
2426,2426,0.04333333333333389,1.7826352330815596,1.9409475852597848
2427,2427,0.04499999999999993,1.7826352330815596,1.9405661097123676
2428,2428,0.046666666666666856,1.783016708628977,1.9409475852597848
2429,2429,0.04833333333333378,1.783016708628977,1.9413290608072025
2430,2430,0.04999999999999982,1.783016708628977,1.9413290608072025
2431,2431,0.05166666666666675,1.7822537575341422,1.9409475852597848
2432,2432,0.05333333333333368,1.7826352330815596,1.9413290608072025
2433,2433,0.05500000000000149,1.783016708628977,1.942092011902037
2434,2434,0.05666666666666664,1.7826352330815596,1.9424734874494545
2435,2435,0.05833333333333357,1.7822537575341422,1.942854962996872
2436,2436,0.0600000000000005,1.783016708628977,1.942092011902037
2437,2437,0.061666666666666536,1.7833981841763944,1.94171053635462
2438,2438,0.06333333333333346,1.7833981841763944,1.9424734874494545
2439,2439,0.06500000000000039,1.783016708628977,1.9432364385442893
