,Unnamed: 0,suction_pressure,time,discharge_pressure
2400,2400,1.8885122555013376,0.0,1.730848543651692
2401,2401,1.8906153950484632,0.0016666666666669272,1.7308528892786688
2402,2402,1.8906204641989768,0.0033333333333338544,1.7329553569718332
2403,2403,1.8906255779962295,0.004999999999999893,1.7329597157453285
2404,2404,1.8906307359727776,0.006666666666666821,1.7308659656348666
2405,2405,1.8885378221503868,0.008333333333333748,1.7308703376977768
2406,2406,1.8885430670831989,0.010000000000001563,1.7308747164589862
2407,2407,1.89064647030377,0.011666666666666714,1.7308791019542211
2408,2408,1.8906518003230768,0.013333333333333641,1.7308834942192086
2409,2409,1.8906571721844665,0.015000000000001457,1.7329860088004652
2410,2410,1.8906625854204988,0.016666666666666607,1.7308922992013356
2411,2411,1.890668039563733,0.018333333333333535,1.7308967119899294
2412,2412,1.890673534146718,0.020000000000000462,1.7329992472019764
2413,2413,1.8906790687020265,0.0216666666666665,1.7309055583408115
2414,2414,1.8906846427621995,0.023333333333333428,1.7309099919745523
2415,2415,1.8906902558598055,0.025000000000000355,1.7309144326281254
2416,2416,1.8906959075274032,0.026666666666667282,1.7309188803372575
2417,2417,1.888603481786752,0.02833333333333332,1.7309233351376745
2418,2418,1.8907073247027903,0.03000000000000025,1.7330259125759002
2419,2419,1.8907130892756951,0.031666666666667176,1.7330303816660697
2420,2420,1.8886207750380293,0.033333333333333215,1.7309367424439048
2421,2421,1.8886266125439315,0.03500000000000014,1.7309412259667274
2422,2422,1.8886324858151675,0.03666666666666707,1.7309457167594668
2423,2423,1.8886383943842957,0.038333333333333997,1.733048330368648
2424,2424,1.8907424532946648,0.040000000000000036,1.730954720297596
2425,2425,1.888650315546463,0.04166666666666696,1.730959233114442
2426,2426,1.8886563272046133,0.04333333333333389,1.7330618688549029
2427,2427,1.8907604878016808,0.04499999999999993,1.730968281022316
2428,2428,1.8907665658486372,0.046666666666666856,1.730972816184799
2429,2429,1.8907726763888348,0.04833333333333378,1.7309773588672823
2430,2430,1.888680703444032,0.04999999999999982,1.7309819091054874
2431,2431,1.8907849930791685,0.05166666666666675,1.730986466935147
2432,2432,1.888693082783636,0.05333333333333368,1.7309910323919842
2433,2433,1.890797434133155,0.05500000000000149,1.7309956055117193
2434,2434,1.8908037001279092,0.05666666666666664,1.7310001863300888
2435,2435,1.8887118803004563,0.05833333333333357,1.7310047748828128
2436,2436,1.8908163207157305,0.0600000000000005,1.7331074867164122
2437,2437,1.8908226743739118,0.061666666666666536,1.7310139753342295
2438,2438,1.890829056318352,0.06333333333333346,1.7310185873043735
2439,2439,1.88873735057082,0.06500000000000039,1.7310232071517786
2440,2440,1.8887437876854511,0.06666666666666643,1.7310278349121675
2441,2441,1.8908483671948035,0.06833333333333336,1.7310324706212696
2442,2442,1.890854857609856,0.07000000000000028,1.7310371143148129
2443,2443,1.8887632584631613,0.07166666666666721,1.731041766028516
2444,2444,1.8908679158196569,0.07333333333333325,1.73104642579811
2445,2445,1.888776367168728,0.07500000000000018,1.731051093659319
2446,2446,1.8908810740861093,0.0766666666666671,1.7310557696478703
2447,2447,1.8908876895719728,0.07833333333333403,1.733158569310289
2448,2448,1.8908943286696704,0.08000000000000007,1.7310651461499071
2449,2449,1.88880287540097,0.081666666666667,1.7310698467348438
2450,2450,1.88880956032002,0.08333333333333393,1.7310745555900289
2451,2451,1.8909143829593602,0.08499999999999996,1.7310792727511823
2452,2452,1.8909211118299811,0.08666666666666689,1.7310839982540362
2453,2453,1.8909278619752232,0.08833333333333382,1.7310887321343145
2454,2454,1.888836517416856,0.08999999999999986,1.733191589938541
2455,2455,1.8888433087090213,0.09166666666666679,1.7310982251700502
2456,2456,1.8888501198734864,0.09333333333333371,1.73110298439696
2457,2457,1.8909550659535908,0.09500000000000153,1.7311077521420963
2458,2458,1.8888637999495312,0.09666666666666668,1.7311125284227948
2459,2459,1.8909687834370263,0.0983333333333336,1.7332154287315151
2460,2460,1.8888775539054627,0.10000000000000053,1.7311221065015818
2461,2461,1.8888844574197792,0.10166666666666657,1.7332250237398932
2462,2462,1.8888913780017376,0.1033333333333335,1.731131718366958
2463,2463,1.888898315183897,0.10500000000000043,1.7311365368788842
2464,2464,1.8910033840096103,0.10666666666666647,1.7311413637285744
2465,2465,1.8889122374790572,0.10833333333333339,1.7290480833689392
2466,2466,1.8910173371679602,0.11000000000000032,1.73115104229607
2467,2467,1.8889262205595216,0.11166666666666725,1.7311558939412852
2468,2468,1.891031349185552,0.11333333333333329,1.7332588692898854
2469,2469,1.8910383759357423,0.11500000000000021,1.7311656217731868
2470,2470,1.8910454156877543,0.11666666666666714,1.7311704978872824
2471,2471,1.8889543522578618,0.11833333333333318,1.731175382079241
2472,2472,1.888961415983177,0.1200000000000001,1.7311802742835485
2473,2473,1.888968490649086,0.12166666666666703,1.7311851744288511
2474,2474,1.8889755755232656,0.12333333333333396,1.7311900824438042
2475,2475,1.8889826698360992,0.125,1.7311949982570458
2476,2476,1.888989772768594,0.12666666666666693,1.7311999217972251
2477,2477,1.8889968834498077,0.12833333333333385,1.7312048529929909
2478,2478,1.891102116493731,0.1299999999999999,1.7312097917729858
2479,2479,1.8911092399224756,0.13166666666666682,1.7312147380658618
2480,2480,1.8890182527648536,0.13333333333333375,1.7312196918002618
2481,2481,1.891123500582059,0.13500000000000156,1.73122465290483
2482,2482,1.8911306358705144,0.13666666666666671,1.731229621308221
2483,2483,1.891137773169845,0.13833333333333364,1.7312345969390754
2484,2484,1.8890467959980624,0.14000000000000146,1.7312395797260436
2485,2485,1.8890539344055688,0.1416666666666666,1.7312445695977674
2486,2486,1.8911591874211675,0.14333333333333353,1.7312495664829015
2487,2487,1.8890682075413132,0.14500000000000046,1.7312545703100823
2488,2488,1.8911734558379756,0.1466666666666665,1.7312595810079658
2489,2489,1.891180584807597,0.14833333333333343,1.731264598505195
2490,2490,1.8890895934573229,0.15000000000000036,1.7312696227304143
2491,2491,1.8890967117292419,0.15166666666666728,1.7312746536122754
2492,2492,1.8912019385221803,0.15333333333333332,1.731279691079422
2493,2493,1.889110926202594,0.15500000000000025,1.7312847350605018
2494,2494,1.889118020201692,0.15666666666666718,1.731289785484163
2495,2495,1.8891251039075168,0.15833333333333321,1.729196726768253
2496,2496,1.889132176218896,0.16000000000000014,1.7312999053738034
2497,2497,1.8891392360346693,0.16166666666666707,1.731304974697084
2498,2498,1.8912443977644544,0.163333333333334,1.7313100501775274
2499,2499,1.8912514292855016,0.16500000000000004,1.7313151317437852
2500,2500,1.8891603294966444,0.16666666666666696,1.7313202193245056
2501,2501,1.8912654438290912,0.1683333333333339,1.731325312848328
2502,2502,1.8891743091385043,0.16999999999999993,1.7313304122439075
2503,2503,1.8912793863668829,0.17166666666666686,1.7313355174398857
2504,2504,1.8912863278806875,0.17333333333333378,1.7313406283649089
2505,2505,1.8891951325787475,0.1750000000000016,1.7292476294368342
2506,2506,1.8913001458922725,0.17666666666666675,1.73135086711669
2507,2507,1.8913070201877156,0.17833333333333368,1.7313559948007358
2508,2508,1.8892157543639128,0.1800000000000015,1.7313611279284171
2509,2509,1.89132069385207,0.18166666666666664,1.7313662664283789
2510,2510,1.891327491018645,0.18333333333333357,1.7313714102292683
2511,2511,1.8892361447624728,0.1850000000000005,1.7313765592597343
2512,2512,1.8913410005147568,0.18666666666666654,1.7313817134484184
2513,2513,1.8892495951311616,0.18833333333333346,1.7313868727239716
2514,2514,1.8892562740428944,0.1900000000000004,1.7313920370150375
2515,2515,1.8892629206380027,0.19166666666666643,1.7313972062502672
2516,2516,1.891367649326105,0.19333333333333336,1.7314023803583027
2517,2517,1.8892761124736572,0.19500000000000028,1.7314075592677949
2518,2518,1.8892826555118705,0.1966666666666672,1.731412742907385
2519,2519,1.8892891618287837,0.19833333333333325,1.731417931205728
2520,2520,1.8892956303232258,0.20000000000000018,1.7314231240914657
2521,2521,1.889302059894036,0.2016666666666671,1.731428321493243
2522,2522,1.8914065649508325,0.20333333333333403,1.7314335233397091
2523,2523,1.8914129133708653,0.20500000000000007,1.7314387295595108
2524,2524,1.8914192195637611,0.206666666666667,1.7314439400812962
2525,2525,1.8893273669175583,0.20833333333333393,1.7293510393229132
2526,2526,1.8893335853526745,0.20999999999999996,1.7314543737453976
2527,2527,1.891437873767939,0.2116666666666669,1.7314595967450068
2528,2528,1.8893458845298103,0.21333333333333382,1.7314648237611874
2529,2529,1.889351963069496,0.21499999999999986,1.7314700547225834
2530,2530,1.889357992775038,0.21666666666666679,1.7293771740470445
2531,2531,1.889363972545264,0.2183333333333337,1.7314805281956098
2532,2532,1.8914680167898028,0.22000000000000153,1.7314857705645303
2533,2533,1.8914738933859017,0.22166666666666668,1.7314910165932549
2534,2534,1.8893816012323923,0.2233333333333336,1.7314962662104298
2535,2535,1.889387370249692,0.22500000000000053,1.731501519344705
2536,2536,1.8914911993366288,0.22666666666666657,1.7315067759247182
2537,2537,1.889398740859665,0.2283333333333335,1.7315120358791247
2538,2538,1.8894043402500065,0.23000000000000043,1.7315172991365662
2539,2539,1.889409880895692,0.23166666666666647,1.7294244501148948
2540,2540,1.8894153616955571,0.2333333333333334,1.7315278352751455
2541,2541,1.8915188970592232,0.23500000000000032,1.7315331080135778
2542,2542,1.889426139353146,0.23666666666666725,1.7315383837696297
2543,2543,1.891529549519332,0.23833333333333329,1.7315436624719558
2544,2544,1.8894366644134333,0.2400000000000002,1.7315489440491982
2545,2545,1.8894418295201063,0.24166666666666714,1.7294561129192103
2546,2546,1.8894469284945656,0.24333333333333318,1.7315595155430203
2547,2547,1.8915500760670518,0.2450000000000001,1.7315648053168942
2548,2548,1.8894569249246445,0.24666666666666703,1.7315700976802737
2549,2549,1.891559936329951,0.24833333333333396,1.7315753925618027
2550,2550,1.889466647459256,0.25,1.7315806898901287
2551,2551,1.8894714040643863,0.2516666666666669,1.7315859895938992
2552,2552,1.8894760898539948,0.25333333333333385,1.7315912916017602
2553,2553,1.8894807040475337,0.2549999999999999,1.73159659584236
2554,2554,1.889485245864452,0.2566666666666668,1.7316019022443438
2555,2555,1.8894897145241931,0.25833333333333375,1.7295090952255652
2556,2556,1.8894941092577089,0.26000000000000156,1.7316125212470512
2557,2557,1.88949842948592,0.2616666666666667,1.7316178337050714
2558,2558,1.8895026753252155,0.26333333333333364,1.7316231480390585
2559,2559,1.8895068474681185,0.26500000000000146,1.7316284641776707
2560,2560,1.889510946715181,0.2666666666666666,1.7316337820495404
2561,2561,1.8895149738669543,0.26833333333333353,1.7337372170941239
